"","participant","session","list","itemID","sequential_trial","condition","capitalization","determiner","ReadingTime"
"1913","er07rd18","1","listB","14",77,"-C/-D","nocap","nodet",231
"1914","in06an10","1","listB","14",77,"-C/-D","nocap","nodet",202
"1915","ke05en10","1","listB","14",77,"-C/-D","nocap","nodet",293
"1916","os09er29","1","listB","14",77,"-C/-D","nocap","nodet",454
"1917","pp07us10","1","listB","14",77,"-C/-D","nocap","nodet",197
"1918","er05ns14","2","listB","14",77,"-C/-D","nocap","nodet",360
"1919","ig07en03","2","listB","14",77,"-C/-D","nocap","nodet",467
"1920","ke06er23","2","listB","14",77,"-C/-D","nocap","nodet",205
"1921","nn05as16","2","listB","14",77,"-C/-D","nocap","nodet",178
"1922","au05rd24","1","listA_REV","3",81,"-C/-D","nocap","nodet",271
"1923","ht08en04","1","listA_REV","3",81,"-C/-D","nocap","nodet",948
"1924","ke06er23","1","listA_REV","3",81,"-C/-D","nocap","nodet",122
"1925","ng10er10","1","listA_REV","3",81,"-C/-D","nocap","nodet",227
"1926","nn05as16","1","listA_REV","3",81,"-C/-D","nocap","nodet",390
"1927","nn05ed12","1","listA_REV","3",81,"-C/-D","nocap","nodet",310
"1928","nz09ko24","1","listA_REV","3",81,"-C/-D","nocap","nodet",141
"1929","as08el22","2","listA_REV","3",81,"-C/-D","nocap","nodet",86
"1930","er06nk20","2","listA_REV","3",81,"-C/-D","nocap","nodet",238
"1931","er07rd18","2","listA_REV","3",81,"-C/-D","nocap","nodet",189
"1932","ho07es17","2","listA_REV","3",81,"-C/-D","nocap","nodet",130
"1933","ke05en10","2","listA_REV","3",81,"-C/-D","nocap","nodet",420
"1934","ke05rg01","2","listA_REV","3",81,"-C/-D","nocap","nodet",311
"1935","os09er29","2","listA_REV","3",81,"-C/-D","nocap","nodet",256
"1936","er06nk20","1","listB","20",82,"-C/-D","nocap","nodet",204
"1937","er07rd18","1","listB","20",82,"-C/-D","nocap","nodet",145
"1938","in06an10","1","listB","20",82,"-C/-D","nocap","nodet",260
"1939","ke05en10","1","listB","20",82,"-C/-D","nocap","nodet",143
"1940","ld06ed27","1","listB","20",82,"-C/-D","nocap","nodet",110
"1941","os09er29","1","listB","20",82,"-C/-D","nocap","nodet",699
"1942","pp07us10","1","listB","20",82,"-C/-D","nocap","nodet",437
"1943","er05ns14","2","listB","20",82,"-C/-D","nocap","nodet",179
"1944","ke06er23","2","listB","20",82,"-C/-D","nocap","nodet",137
"1945","nn05as16","2","listB","20",82,"-C/-D","nocap","nodet",303
"1946","rs06nz12","2","listB","20",82,"-C/-D","nocap","nodet",197
"1947","ke05rg01","1","listB_REV","4",89,"-C/-D","nocap","nodet",94
"1948","ke09en22","1","listB_REV","4",89,"-C/-D","nocap","nodet",577
"1949","au05rd24","2","listB_REV","4",89,"-C/-D","nocap","nodet",300
"1950","ck06nk23","2","listB_REV","4",89,"-C/-D","nocap","nodet",162
"1951","ht08en04","2","listB_REV","4",89,"-C/-D","nocap","nodet",511
"1952","ng09in10","2","listB_REV","4",89,"-C/-D","nocap","nodet",265
"1953","ng10er10","2","listB_REV","4",89,"-C/-D","nocap","nodet",116
"1954","nz09ko24","2","listB_REV","4",89,"-C/-D","nocap","nodet",393
"1955","as08el22","1","listB_REV","16",94,"-C/-D","nocap","nodet",194
"1956","de10ch10","1","listB_REV","16",94,"-C/-D","nocap","nodet",451
"1957","ho07es17","1","listB_REV","16",94,"-C/-D","nocap","nodet",176
"1958","ke05rg01","1","listB_REV","16",94,"-C/-D","nocap","nodet",259
"1959","ke09en22","1","listB_REV","16",94,"-C/-D","nocap","nodet",453
"1960","au05rd24","2","listB_REV","16",94,"-C/-D","nocap","nodet",473
"1961","en04do16","2","listB_REV","16",94,"-C/-D","nocap","nodet",610
"1962","ff06an05","2","listB_REV","16",94,"-C/-D","nocap","nodet",844
"1963","ht08en04","2","listB_REV","16",94,"-C/-D","nocap","nodet",358
"1964","ng09in10","2","listB_REV","16",94,"-C/-D","nocap","nodet",136
"1965","ng10er10","2","listB_REV","16",94,"-C/-D","nocap","nodet",328
"1966","nn05ed12","2","listB_REV","16",94,"-C/-D","nocap","nodet",555
"1967","nz09ko24","2","listB_REV","16",94,"-C/-D","nocap","nodet",458
"1968","er06nk20","1","listB","12",99,"-C/-D","nocap","nodet",265
"1969","er07rd18","1","listB","12",99,"-C/-D","nocap","nodet",1156
"1970","in06an10","1","listB","12",99,"-C/-D","nocap","nodet",119
"1971","ld06ed27","1","listB","12",99,"-C/-D","nocap","nodet",245
"1972","os09er29","1","listB","12",99,"-C/-D","nocap","nodet",1073
"1973","er05ns14","2","listB","12",99,"-C/-D","nocap","nodet",303
"1974","ig07en03","2","listB","12",99,"-C/-D","nocap","nodet",277
"1975","ke06er23","2","listB","12",99,"-C/-D","nocap","nodet",614
"1976","nn05as16","2","listB","12",99,"-C/-D","nocap","nodet",131
"1977","rs06nz12","2","listB","12",99,"-C/-D","nocap","nodet",134
"1978","en04el04","1","listA_REV","11",100,"-C/-D","nocap","nodet",414
"1979","ht08en04","1","listA_REV","11",100,"-C/-D","nocap","nodet",746
"1980","ke06er23","1","listA_REV","11",100,"-C/-D","nocap","nodet",183
"1981","nn05as16","1","listA_REV","11",100,"-C/-D","nocap","nodet",158
"1982","nn05ed12","1","listA_REV","11",100,"-C/-D","nocap","nodet",444
"1983","nz09ko24","1","listA_REV","11",100,"-C/-D","nocap","nodet",270
"1984","rs06nz12","1","listA_REV","11",100,"-C/-D","nocap","nodet",177
"1985","as08el22","2","listA_REV","11",100,"-C/-D","nocap","nodet",431
"1986","er06nk20","2","listA_REV","11",100,"-C/-D","nocap","nodet",538
"1987","er07rd18","2","listA_REV","11",100,"-C/-D","nocap","nodet",189
"1988","ho07es17","2","listA_REV","11",100,"-C/-D","nocap","nodet",131
"1989","ke05en10","2","listA_REV","11",100,"-C/-D","nocap","nodet",206
"1990","os09er29","2","listA_REV","11",100,"-C/-D","nocap","nodet",204
"1991","au05rd24","1","listA_REV","9",102,"-C/-D","nocap","nodet",448
"1992","ht08en04","1","listA_REV","9",102,"-C/-D","nocap","nodet",664
"1993","ke06er23","1","listA_REV","9",102,"-C/-D","nocap","nodet",76
"1994","ng10er10","1","listA_REV","9",102,"-C/-D","nocap","nodet",324
"1995","nn05as16","1","listA_REV","9",102,"-C/-D","nocap","nodet",202
"1996","nn05ed12","1","listA_REV","9",102,"-C/-D","nocap","nodet",711
"1997","nz09ko24","1","listA_REV","9",102,"-C/-D","nocap","nodet",156
"1998","as08el22","2","listA_REV","9",102,"-C/-D","nocap","nodet",197
"1999","er06nk20","2","listA_REV","9",102,"-C/-D","nocap","nodet",227
"2000","er07rd18","2","listA_REV","9",102,"-C/-D","nocap","nodet",192
"2001","ke05en10","2","listA_REV","9",102,"-C/-D","nocap","nodet",167
"2002","ke05rg01","2","listA_REV","9",102,"-C/-D","nocap","nodet",242
"2003","ke09en22","2","listA_REV","9",102,"-C/-D","nocap","nodet",175
"2004","os09er29","2","listA_REV","9",102,"-C/-D","nocap","nodet",125
"2005","ck06nk23","1","listA","17",104,"-C/-D","nocap","nodet",203
"2006","en04do16","1","listA","17",104,"-C/-D","nocap","nodet",457
"2007","er05ns14","1","listA","17",104,"-C/-D","nocap","nodet",178
"2008","ff06an05","1","listA","17",104,"-C/-D","nocap","nodet",602
"2009","ig07en03","1","listA","17",104,"-C/-D","nocap","nodet",305
"2010","ng09in10","1","listA","17",104,"-C/-D","nocap","nodet",68
"2011","de10ch10","2","listA","17",104,"-C/-D","nocap","nodet",231
"2012","fs06er06","2","listA","17",104,"-C/-D","nocap","nodet",317
"2013","in06an10","2","listA","17",104,"-C/-D","nocap","nodet",318
"2014","pt07en03","2","listA","17",104,"-C/-D","nocap","nodet",223
"2015","tz02ld25","2","listA","17",104,"-C/-D","nocap","nodet",157
"2016","as08el22","1","listB_REV","2",107,"-C/-D","nocap","nodet",641
"2017","de10ch10","1","listB_REV","2",107,"-C/-D","nocap","nodet",182
"2018","ho07es17","1","listB_REV","2",107,"-C/-D","nocap","nodet",218
"2019","ke09en22","1","listB_REV","2",107,"-C/-D","nocap","nodet",496
"2020","pt07en03","1","listB_REV","2",107,"-C/-D","nocap","nodet",232
"2021","au05rd24","2","listB_REV","2",107,"-C/-D","nocap","nodet",264
"2022","ck06nk23","2","listB_REV","2",107,"-C/-D","nocap","nodet",143
"2023","en04do16","2","listB_REV","2",107,"-C/-D","nocap","nodet",199
"2024","ff06an05","2","listB_REV","2",107,"-C/-D","nocap","nodet",145
"2025","ht08en04","2","listB_REV","2",107,"-C/-D","nocap","nodet",320
"2026","ng10er10","2","listB_REV","2",107,"-C/-D","nocap","nodet",302
"2027","nn05ed12","2","listB_REV","2",107,"-C/-D","nocap","nodet",198
"2028","nz09ko24","2","listB_REV","2",107,"-C/-D","nocap","nodet",281
"2029","er07rd18","1","listB","10",110,"-C/-D","nocap","nodet",205
"2030","in06an10","1","listB","10",110,"-C/-D","nocap","nodet",153
"2031","ke05en10","1","listB","10",110,"-C/-D","nocap","nodet",109
"2032","ld06ed27","1","listB","10",110,"-C/-D","nocap","nodet",165
"2033","os09er29","1","listB","10",110,"-C/-D","nocap","nodet",265
"2034","tz02ld25","1","listB","10",110,"-C/-D","nocap","nodet",188
"2035","en04el04","2","listB","10",110,"-C/-D","nocap","nodet",619
"2036","er05ns14","2","listB","10",110,"-C/-D","nocap","nodet",119
"2037","ke06er23","2","listB","10",110,"-C/-D","nocap","nodet",218
"2038","nn05as16","2","listB","10",110,"-C/-D","nocap","nodet",211
"2039","ck06nk23","1","listA","13",112,"-C/-D","nocap","nodet",291
"2040","en04do16","1","listA","13",112,"-C/-D","nocap","nodet",877
"2041","er05ns14","1","listA","13",112,"-C/-D","nocap","nodet",285
"2042","ig07en03","1","listA","13",112,"-C/-D","nocap","nodet",214
"2043","ng09in10","1","listA","13",112,"-C/-D","nocap","nodet",167
"2044","de10ch10","2","listA","13",112,"-C/-D","nocap","nodet",373
"2045","in06an10","2","listA","13",112,"-C/-D","nocap","nodet",154
"2046","pp07us10","2","listA","13",112,"-C/-D","nocap","nodet",253
"2047","pt07en03","2","listA","13",112,"-C/-D","nocap","nodet",73
"2048","ke06er23","1","listA_REV","1",114,"-C/-D","nocap","nodet",484
"2049","nn05as16","1","listA_REV","1",114,"-C/-D","nocap","nodet",146
"2050","nn05ed12","1","listA_REV","1",114,"-C/-D","nocap","nodet",299
"2051","nz09ko24","1","listA_REV","1",114,"-C/-D","nocap","nodet",187
"2052","rs06nz12","1","listA_REV","1",114,"-C/-D","nocap","nodet",163
"2053","as08el22","2","listA_REV","1",114,"-C/-D","nocap","nodet",735
"2054","er06nk20","2","listA_REV","1",114,"-C/-D","nocap","nodet",224
"2055","ho07es17","2","listA_REV","1",114,"-C/-D","nocap","nodet",121
"2056","ke05rg01","2","listA_REV","1",114,"-C/-D","nocap","nodet",211
"2057","ke09en22","2","listA_REV","1",114,"-C/-D","nocap","nodet",285
"2058","os09er29","2","listA_REV","1",114,"-C/-D","nocap","nodet",296
